IncidntNum,Category,Descript,DayOfWeek,Date,PdDistrict,Resolution,X,Y,Location
140722651,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Wednesday,08/27/2014,RICHMOND,JUVENILE BOOKED,-122.47585926831,37.7747131902395,"(37.7747131902395, -122.47585926831)"
140720558,ASSAULT,THREATS AGAINST LIFE,Wednesday,08/27/2014,TENDERLOIN,NONE,-122.413325271708,37.7847635090511,"(37.7847635090511, -122.413325271708)"
140721619,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,08/27/2014,BAYVIEW,NONE,-122.389873744603,37.7370258450961,"(37.7370258450961, -122.389873744603)"
140722980,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,08/27/2014,CENTRAL,"ARREST, BOOKED",-122.408231026261,37.7873594949856,"(37.7873594949856, -122.408231026261)"
140725100,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Wednesday,08/27/2014,SOUTHERN,NONE,-122.396632122566,37.7855305311634,"(37.7855305311634, -122.396632122566)"
140720285,MISSING PERSON,MISSING JUVENILE,Wednesday,08/27/2014,MISSION,NONE,-122.406662657485,37.7568815847358,"(37.7568815847358, -122.406662657485)"
140722689,DRUG/NARCOTIC,POSSESSION OF METHADONE,Wednesday,08/27/2014,SOUTHERN,"ARREST, BOOKED",-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140719824,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,08/27/2014,MISSION,NONE,-122.433589515471,37.7530401749281,"(37.7530401749281, -122.433589515471)"
140721352,NON-CRIMINAL,FOUND PROPERTY,Wednesday,08/27/2014,TARAVAL,NONE,-122.500054591021,37.7382380848821,"(37.7382380848821, -122.500054591021)"
140721891,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,08/27/2014,RICHMOND,NONE,-122.442904783044,37.7841563401203,"(37.7841563401203, -122.442904783044)"
140721073,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Wednesday,08/27/2014,TARAVAL,NONE,-122.468805748627,37.7290697702234,"(37.7290697702234, -122.468805748627)"
140721631,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Wednesday,08/27/2014,BAYVIEW,"ARREST, BOOKED",-122.391245623019,37.7332252033101,"(37.7332252033101, -122.391245623019)"
140723035,ASSAULT,BATTERY,Wednesday,08/27/2014,BAYVIEW,NONE,-122.398084613466,37.7218993029314,"(37.7218993029314, -122.398084613466)"
140719868,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,08/27/2014,NORTHERN,NONE,-122.426184340275,37.801096036039,"(37.801096036039, -122.426184340275)"
140721926,ASSAULT,THREATS AGAINST LIFE,Wednesday,08/27/2014,BAYVIEW,NONE,-122.390751513346,37.7188356144037,"(37.7188356144037, -122.390751513346)"
140721039,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,08/27/2014,INGLESIDE,"ARREST, CITED",-122.424702079332,37.7353699091169,"(37.7353699091169, -122.424702079332)"
140722689,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,08/27/2014,SOUTHERN,"ARREST, BOOKED",-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140720508,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,08/27/2014,MISSION,"ARREST, BOOKED",-122.405467934272,37.7819241105426,"(37.7819241105426, -122.405467934272)"
140719824,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, ATT. FORCIBLE",Wednesday,08/27/2014,MISSION,NONE,-122.433589515471,37.7530401749281,"(37.7530401749281, -122.433589515471)"
146174151,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,SOUTHERN,NONE,-122.412007158826,37.7710513635557,"(37.7710513635557, -122.412007158826)"
140722576,WARRANTS,WARRANT ARREST,Wednesday,08/27/2014,CENTRAL,"ARREST, BOOKED",-122.414898355646,37.808293182565,"(37.808293182565, -122.414898355646)"
140721982,WARRANTS,WARRANT ARREST,Wednesday,08/27/2014,SOUTHERN,"ARREST, BOOKED",-122.407036790381,37.7847532835996,"(37.7847532835996, -122.407036790381)"
140720655,ASSAULT,BATTERY,Wednesday,08/27/2014,SOUTHERN,NONE,-122.422028627574,37.7729233680435,"(37.7729233680435, -122.422028627574)"
146174781,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,08/27/2014,SOUTHERN,NONE,-122.406659517434,37.7850491022993,"(37.7850491022993, -122.406659517434)"
140721976,ASSAULT,THREATS AGAINST LIFE,Wednesday,08/27/2014,MISSION,NONE,-122.411031090084,37.7606720329339,"(37.7606720329339, -122.411031090084)"
140722184,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,08/27/2014,NORTHERN,PSYCHOPATHIC CASE,-122.426226347426,37.7841461216491,"(37.7841461216491, -122.426226347426)"
140722849,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,08/27/2014,MISSION,"ARREST, CITED",-122.422201579793,37.768140383681,"(37.768140383681, -122.422201579793)"
140719670,OTHER OFFENSES,RESISTING ARREST,Wednesday,08/27/2014,MISSION,"ARREST, CITED",-122.415464372874,37.7669370293171,"(37.7669370293171, -122.415464372874)"
140722178,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,08/27/2014,CENTRAL,"ARREST, BOOKED",-122.42219944483,37.8064351103812,"(37.8064351103812, -122.42219944483)"
140722407,ASSAULT,THREATS AGAINST LIFE,Wednesday,08/27/2014,TENDERLOIN,NONE,-122.409376061627,37.7844493077248,"(37.7844493077248, -122.409376061627)"
140720508,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,08/27/2014,MISSION,"ARREST, BOOKED",-122.405467934272,37.7819241105426,"(37.7819241105426, -122.405467934272)"
140720495,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Wednesday,08/27/2014,BAYVIEW,"ARREST, BOOKED",-122.403279569149,37.7272173793441,"(37.7272173793441, -122.403279569149)"
140719761,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,08/27/2014,NORTHERN,PSYCHOPATHIC CASE,-122.418809581375,37.7812352570197,"(37.7812352570197, -122.418809581375)"
140722811,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,08/27/2014,NORTHERN,NONE,-122.440790044817,37.7936405336826,"(37.7936405336826, -122.440790044817)"
140720649,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,08/27/2014,MISSION,NONE,-122.433849219656,37.7589922408877,"(37.7589922408877, -122.433849219656)"
140721534,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,08/27/2014,SOUTHERN,"ARREST, BOOKED",-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140722792,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Wednesday,08/27/2014,CENTRAL,NONE,-122.40443176544,37.8010372922646,"(37.8010372922646, -122.40443176544)"
140720439,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,08/27/2014,TARAVAL,NONE,-122.505760388298,37.742113730213,"(37.742113730213, -122.505760388298)"
140722441,WARRANTS,WARRANT ARREST,Wednesday,08/27/2014,RICHMOND,"ARREST, BOOKED",-122.464544967729,37.7865278788081,"(37.7865278788081, -122.464544967729)"
146174173,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,SOUTHERN,NONE,-122.388485562387,37.7895727625927,"(37.7895727625927, -122.388485562387)"
146174662,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,BAYVIEW,NONE,-122.385016653621,37.7202545591542,"(37.7202545591542, -122.385016653621)"
140721409,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,08/27/2014,TENDERLOIN,"ARREST, BOOKED",-122.405795379675,37.7867246331993,"(37.7867246331993, -122.405795379675)"
140720423,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,08/27/2014,CENTRAL,NONE,-122.410729560233,37.7990068067488,"(37.7990068067488, -122.410729560233)"
140721835,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,08/27/2014,MISSION,NONE,-122.435002864298,37.760887806149,"(37.760887806149, -122.435002864298)"
140721330,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,08/27/2014,PARK,"ARREST, BOOKED",-122.446194439786,37.7701341871317,"(37.7701341871317, -122.446194439786)"
140721772,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,08/27/2014,BAYVIEW,"ARREST, BOOKED",-122.387498960598,37.7203361454165,"(37.7203361454165, -122.387498960598)"
140723518,VEHICLE THEFT,STOLEN TRUCK,Wednesday,08/27/2014,BAYVIEW,NONE,-122.389961690334,37.7334842458928,"(37.7334842458928, -122.389961690334)"
140723477,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/27/2014,MISSION,NONE,-122.410048983024,37.7574575428895,"(37.7574575428895, -122.410048983024)"
140719799,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Wednesday,08/27/2014,MISSION,"ARREST, BOOKED",-122.41235105536,37.7574310535275,"(37.7574310535275, -122.41235105536)"
140721330,DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC FOR SALES,Wednesday,08/27/2014,PARK,"ARREST, BOOKED",-122.446194439786,37.7701341871317,"(37.7701341871317, -122.446194439786)"
140719711,NON-CRIMINAL,FIRE REPORT,Wednesday,08/27/2014,BAYVIEW,NONE,-122.406983029465,37.738158571543,"(37.738158571543, -122.406983029465)"
140720495,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,08/27/2014,BAYVIEW,"ARREST, BOOKED",-122.403279569149,37.7272173793441,"(37.7272173793441, -122.403279569149)"
140723728,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Wednesday,08/27/2014,SOUTHERN,NONE,-122.407036790381,37.7847532835996,"(37.7847532835996, -122.407036790381)"
140722689,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,08/27/2014,SOUTHERN,"ARREST, BOOKED",-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140720348,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,08/27/2014,SOUTHERN,NONE,-122.414038298296,37.7757369927906,"(37.7757369927906, -122.414038298296)"
140725520,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,08/27/2014,TARAVAL,NONE,-122.490862195079,37.738676368863,"(37.738676368863, -122.490862195079)"
140723370,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/27/2014,INGLESIDE,NONE,-122.420135474146,37.736136646634,"(37.736136646634, -122.420135474146)"
140720053,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,08/27/2014,CENTRAL,NONE,-122.410003952104,37.7973416538176,"(37.7973416538176, -122.410003952104)"
140721142,ASSAULT,BATTERY,Wednesday,08/27/2014,MISSION,NONE,-122.427837884562,37.7656006273629,"(37.7656006273629, -122.427837884562)"
140722300,BURGLARY,SAFE BURGLARY OF A RESIDENCE,Wednesday,08/27/2014,MISSION,NONE,-122.416038288691,37.7630726014149,"(37.7630726014149, -122.416038288691)"
140720508,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,08/27/2014,MISSION,"ARREST, BOOKED",-122.405467934272,37.7819241105426,"(37.7819241105426, -122.405467934272)"
140719965,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,08/27/2014,TENDERLOIN,NONE,-122.410763183048,37.7833988600605,"(37.7833988600605, -122.410763183048)"
140722974,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,08/27/2014,MISSION,"ARREST, CITED",-122.421886357981,37.764917890972,"(37.764917890972, -122.421886357981)"
140722827,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,08/27/2014,SOUTHERN,"ARREST, CITED",-122.404887212032,37.7865414238751,"(37.7865414238751, -122.404887212032)"
140722899,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,08/27/2014,SOUTHERN,"ARREST, BOOKED",-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140721926,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,08/27/2014,BAYVIEW,NONE,-122.390751513346,37.7188356144037,"(37.7188356144037, -122.390751513346)"
140723665,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,MISSION,NONE,-122.410212314262,37.7556868699436,"(37.7556868699436, -122.410212314262)"
140722833,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,08/27/2014,TENDERLOIN,NONE,-122.406592269796,37.7875673013351,"(37.7875673013351, -122.406592269796)"
140723756,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,SOUTHERN,NONE,-122.400141515073,37.7811608863084,"(37.7811608863084, -122.400141515073)"
140721590,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,MISSION,NONE,-122.421887586828,37.7653573694308,"(37.7653573694308, -122.421887586828)"
140720746,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,08/27/2014,MISSION,NONE,-122.419661988328,37.764509128515,"(37.764509128515, -122.419661988328)"
146174753,NON-CRIMINAL,LOST PROPERTY,Wednesday,08/27/2014,SOUTHERN,NONE,-122.403715607574,37.7840428116028,"(37.7840428116028, -122.403715607574)"
140720611,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,08/27/2014,CENTRAL,"ARREST, CITED",-122.405559943689,37.7886851628813,"(37.7886851628813, -122.405559943689)"
140722247,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,08/27/2014,SOUTHERN,NONE,-122.401495999275,37.7841738410324,"(37.7841738410324, -122.401495999275)"
140721829,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,08/27/2014,MISSION,PSYCHOPATHIC CASE,-122.406656623063,37.7568256145719,"(37.7568256145719, -122.406656623063)"
140724152,NON-CRIMINAL,LOST PROPERTY,Wednesday,08/27/2014,NORTHERN,NONE,-122.430908286149,37.7828933039479,"(37.7828933039479, -122.430908286149)"
140720520,ARSON,ARSON OF AN INHABITED DWELLING,Wednesday,08/27/2014,NORTHERN,NONE,-122.420236577351,37.7896181860525,"(37.7896181860525, -122.420236577351)"
140723869,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,NORTHERN,NONE,-122.434438238227,37.8000821088943,"(37.8000821088943, -122.434438238227)"
140720360,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,08/27/2014,NORTHERN,NONE,-122.430632870326,37.7864542144832,"(37.7864542144832, -122.430632870326)"
140722980,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,08/27/2014,CENTRAL,"ARREST, BOOKED",-122.408231026261,37.7873594949856,"(37.7873594949856, -122.408231026261)"
140720815,LARCENY/THEFT,GRAND THEFT BICYCLE,Wednesday,08/27/2014,INGLESIDE,NONE,-122.452301905725,37.7242916762262,"(37.7242916762262, -122.452301905725)"
140722203,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,MISSION,NONE,-122.423962124277,37.763167199498,"(37.763167199498, -122.423962124277)"
140722435,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,MISSION,NONE,-122.419597191746,37.7638361941976,"(37.7638361941976, -122.419597191746)"
140721170,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,08/27/2014,CENTRAL,NONE,-122.411518820359,37.7869408999102,"(37.7869408999102, -122.411518820359)"
140719670,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,08/27/2014,MISSION,"ARREST, CITED",-122.415464372874,37.7669370293171,"(37.7669370293171, -122.415464372874)"
140721409,OTHER OFFENSES,CONSPIRACY,Wednesday,08/27/2014,TENDERLOIN,"ARREST, BOOKED",-122.405795379675,37.7867246331993,"(37.7867246331993, -122.405795379675)"
140723916,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,08/27/2014,RICHMOND,NONE,-122.459047023671,37.783232781271,"(37.783232781271, -122.459047023671)"
140721443,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,08/27/2014,SOUTHERN,NONE,-122.407036790381,37.7847532835996,"(37.7847532835996, -122.407036790381)"
146174731,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,08/27/2014,SOUTHERN,NONE,-122.401495999275,37.7841738410324,"(37.7841738410324, -122.401495999275)"
146174418,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,NORTHERN,NONE,-122.422845400305,37.793120223386,"(37.793120223386, -122.422845400305)"
140719755,ASSAULT,BATTERY,Wednesday,08/27/2014,SOUTHERN,NONE,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140722394,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,08/27/2014,CENTRAL,NONE,-122.409635572516,37.7985044620273,"(37.7985044620273, -122.409635572516)"
140722253,NON-CRIMINAL,FOUND PROPERTY,Wednesday,08/27/2014,MISSION,"ARREST, BOOKED",-122.41865738253,37.764212951143,"(37.764212951143, -122.41865738253)"
140722485,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,08/27/2014,CENTRAL,NONE,-122.405320244369,37.8057031768935,"(37.8057031768935, -122.405320244369)"
140722742,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,08/27/2014,TARAVAL,NONE,-122.490862195079,37.738676368863,"(37.738676368863, -122.490862195079)"
140727059,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,08/27/2014,TARAVAL,NONE,-122.50594219993,37.7603876243121,"(37.7603876243121, -122.50594219993)"
140721750,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Wednesday,08/27/2014,BAYVIEW,NONE,-122.379939856009,37.7286228718895,"(37.7286228718895, -122.379939856009)"
146174593,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,TARAVAL,NONE,-122.458189870681,37.7236571994505,"(37.7236571994505, -122.458189870681)"
140721067,ASSAULT,BATTERY,Wednesday,08/27/2014,SOUTHERN,NONE,-122.405832474482,37.7857446545905,"(37.7857446545905, -122.405832474482)"
140720354,BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Wednesday,08/27/2014,SOUTHERN,NONE,-122.414038298296,37.7757369927906,"(37.7757369927906, -122.414038298296)"
140720417,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,08/27/2014,TENDERLOIN,NONE,-122.416202768026,37.7825546253113,"(37.7825546253113, -122.416202768026)"
140722504,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,SOUTHERN,NONE,-122.388005764471,37.787067872686,"(37.787067872686, -122.388005764471)"
140722037,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,08/27/2014,NORTHERN,NONE,-122.428558852667,37.785693756686,"(37.785693756686, -122.428558852667)"
140722413,TRESPASS,TRESPASSING,Wednesday,08/27/2014,MISSION,NONE,-122.416038288691,37.7630726014149,"(37.7630726014149, -122.416038288691)"
140720508,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Wednesday,08/27/2014,MISSION,"ARREST, BOOKED",-122.405467934272,37.7819241105426,"(37.7819241105426, -122.405467934272)"
140722190,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,08/27/2014,SOUTHERN,NONE,-122.401495999275,37.7841738410324,"(37.7841738410324, -122.401495999275)"
146174214,NON-CRIMINAL,LOST PROPERTY,Wednesday,08/27/2014,RICHMOND,NONE,-122.481516526312,37.7802227066665,"(37.7802227066665, -122.481516526312)"
140722736,NON-CRIMINAL,FOUND PROPERTY,Wednesday,08/27/2014,MISSION,UNFOUNDED,-122.419120711356,37.7597682889272,"(37.7597682889272, -122.419120711356)"
140722968,MISSING PERSON,MISSING ADULT,Wednesday,08/27/2014,MISSION,NONE,-122.406662657485,37.7568815847358,"(37.7568815847358, -122.406662657485)"
140721380,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,08/27/2014,TENDERLOIN,NONE,-122.409085164277,37.7835469704064,"(37.7835469704064, -122.409085164277)"
140722720,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,08/27/2014,BAYVIEW,"ARREST, BOOKED",-122.390416955474,37.7355926106158,"(37.7355926106158, -122.390416955474)"
140724522,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/27/2014,TARAVAL,NONE,-122.498353758122,37.7136266131433,"(37.7136266131433, -122.498353758122)"
