IncidntNum,Category,Descript,DayOfWeek,Date,PdDistrict,Resolution,X,Y,Location
140602718,LARCENY/THEFT,PETTY THEFT BICYCLE,Saturday,07/19/2014 12:00:00 AM +0000,NORTHERN,NONE,-122.419525700809,37.7887649997508,"(37.7887649997508, -122.419525700809)"
140694555,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,08/19/2014 12:00:00 AM +0000,TENDERLOIN,"ARREST, CITED",-122.410768766343,37.7832145190309,"(37.7832145190309, -122.410768766343)"
140550145,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/02/2014 12:00:00 AM +0000,NORTHERN,NONE,-122.448223929422,37.8040873635258,"(37.8040873635258, -122.448223929422)"
140696595,OTHER OFFENSES,FAILURE TO HEED RED LIGHT AND SIREN,Tuesday,08/19/2014 12:00:00 AM +0000,RICHMOND,"ARREST, CITED",-122.455525391723,37.7814313271326,"(37.7814313271326, -122.455525391723)"
140631701,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,07/30/2014 12:00:00 AM +0000,SOUTHERN,"ARREST, BOOKED",-122.417721956741,37.7738589941578,"(37.7738589941578, -122.417721956741)"
140638729,ASSAULT,THREATENING PHONE CALL(S),Friday,08/01/2014 12:00:00 AM +0000,TARAVAL,NONE,-122.481515092646,37.7190243811729,"(37.7190243811729, -122.481515092646)"
140637492,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,07/29/2014 12:00:00 AM +0000,PARK,NONE,-122.446004768341,37.7730937378449,"(37.7730937378449, -122.446004768341)"
146142493,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,07/22/2014 12:00:00 AM +0000,SOUTHERN,NONE,-122.397388784826,37.7825543452723,"(37.7825543452723, -122.397388784826)"
140639250,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,07/31/2014 12:00:00 AM +0000,NORTHERN,NONE,-122.418706597808,37.7831945685469,"(37.7831945685469, -122.418706597808)"
140616333,NON-CRIMINAL,FOUND PROPERTY,Thursday,07/24/2014 12:00:00 AM +0000,TENDERLOIN,NONE,-122.412601261914,37.7838976374337,"(37.7838976374337, -122.412601261914)"
140692543,WARRANTS,WARRANT ARREST,Monday,08/18/2014 12:00:00 AM +0000,MISSION,"ARREST, BOOKED",-122.436336387037,37.7591651382309,"(37.7591651382309, -122.436336387037)"
140557652,DRUG/NARCOTIC,POSSESSION OF COCAINE,Saturday,07/05/2014 12:00:00 AM +0000,NORTHERN,"ARREST, BOOKED",-122.417903977564,37.7851670875814,"(37.7851670875814, -122.417903977564)"
146139490,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,07/18/2014 12:00:00 AM +0000,SOUTHERN,NONE,-122.407036790381,37.7847532835996,"(37.7847532835996, -122.407036790381)"
140670442,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,08/11/2014 12:00:00 AM +0000,CENTRAL,"ARREST, BOOKED",-122.401946524153,37.8032574115348,"(37.8032574115348, -122.401946524153)"
140719880,DISORDERLY CONDUCT,"DISTURBING THE PEACE, COMMOTION",Wednesday,08/27/2014 12:00:00 AM +0000,BAYVIEW,NONE,-122.399654244494,37.7508962460333,"(37.7508962460333, -122.399654244494)"
140670793,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,08/11/2014 12:00:00 AM +0000,SOUTHERN,"ARREST, CITED",-122.417504703145,37.7765400380625,"(37.7765400380625, -122.417504703145)"
140592943,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,07/17/2014 12:00:00 AM +0000,BAYVIEW,"ARREST, BOOKED",-122.391913019836,37.7746571105303,"(37.7746571105303, -122.391913019836)"
140659236,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,08/07/2014 12:00:00 AM +0000,SOUTHERN,NONE,-122.41029351969,37.7822305870333,"(37.7822305870333, -122.41029351969)"
140607097,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,07/22/2014 12:00:00 AM +0000,PARK,"ARREST, BOOKED",-122.451560209983,37.7692849944533,"(37.7692849944533, -122.451560209983)"
146156488,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,08/08/2014 12:00:00 AM +0000,PARK,NONE,-122.437262577518,37.7808016285351,"(37.7808016285351, -122.437262577518)"
140623849,LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,07/27/2014 12:00:00 AM +0000,SOUTHERN,NONE,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140674949,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,08/13/2014 12:00:00 AM +0000,TARAVAL,NONE,-122.492434002188,37.7321403031907,"(37.7321403031907, -122.492434002188)"
140598311,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,07/18/2014 12:00:00 AM +0000,BAYVIEW,"ARREST, BOOKED",-122.404594140634,37.7300379995425,"(37.7300379995425, -122.404594140634)"
140608380,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Tuesday,07/22/2014 12:00:00 AM +0000,TENDERLOIN,"ARREST, BOOKED",-122.414057981709,37.783014603409,"(37.783014603409, -122.414057981709)"
140659123,OTHER OFFENSES,RESISTING ARREST,Friday,08/08/2014 12:00:00 AM +0000,SOUTHERN,PSYCHOPATHIC CASE,-122.413098769262,37.7799730161178,"(37.7799730161178, -122.413098769262)"
140629370,OTHER OFFENSES,PEDDLING WITHOUT A LICENSE,Tuesday,07/29/2014 12:00:00 AM +0000,CENTRAL,"ARREST, CITED",-122.414166515093,37.8084199173006,"(37.8084199173006, -122.414166515093)"
140723160,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,08/28/2014 12:00:00 AM +0000,TENDERLOIN,"ARREST, CITED",-122.415508242782,37.7816542806372,"(37.7816542806372, -122.415508242782)"
140567247,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,07/05/2014 12:00:00 AM +0000,INGLESIDE,NONE,-122.432322444134,37.7150386377466,"(37.7150386377466, -122.432322444134)"
140636626,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,07/31/2014 12:00:00 AM +0000,CENTRAL,"ARREST, BOOKED",-122.408951990643,37.7883348591158,"(37.7883348591158, -122.408951990643)"
146135573,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,07/13/2014 12:00:00 AM +0000,PARK,NONE,-122.439088398996,37.7729208953678,"(37.7729208953678, -122.439088398996)"
140679585,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,08/08/2014 12:00:00 AM +0000,NORTHERN,NONE,-122.421613904762,37.7876017432634,"(37.7876017432634, -122.421613904762)"
140558315,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Saturday,07/05/2014 12:00:00 AM +0000,BAYVIEW,UNFOUNDED,-122.39298567791,37.7191570226882,"(37.7191570226882, -122.39298567791)"
140591268,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,07/16/2014 12:00:00 AM +0000,SOUTHERN,NONE,-122.403675173997,37.7751775060495,"(37.7751775060495, -122.403675173997)"
140684625,NON-CRIMINAL,LOST PROPERTY,Thursday,08/14/2014 12:00:00 AM +0000,RICHMOND,NONE,-122.497319168191,37.7757119834315,"(37.7757119834315, -122.497319168191)"
140638876,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,07/27/2014 12:00:00 AM +0000,NORTHERN,NONE,-122.42939563621,37.778010687856,"(37.778010687856, -122.42939563621)"
140699339,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,08/20/2014 12:00:00 AM +0000,TARAVAL,NONE,-122.470899489868,37.7387130804012,"(37.7387130804012, -122.470899489868)"
140637668,WARRANTS,WARRANT ARREST,Thursday,07/31/2014 12:00:00 AM +0000,TARAVAL,JUVENILE BOOKED,-122.486155254553,37.7388183629323,"(37.7388183629323, -122.486155254553)"
140609877,OTHER OFFENSES,CONSPIRACY,Tuesday,07/22/2014 12:00:00 AM +0000,TARAVAL,"ARREST, BOOKED",-122.476011600296,37.7290910125835,"(37.7290910125835, -122.476011600296)"
140560354,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Sunday,07/06/2014 12:00:00 AM +0000,TENDERLOIN,"ARREST, BOOKED",-122.408020258894,37.7860993936604,"(37.7860993936604, -122.408020258894)"
140612933,OTHER OFFENSES,AGGRESSIVE SOLICITING,Wednesday,07/23/2014 12:00:00 AM +0000,CENTRAL,"ARREST, BOOKED",-122.40855952419,37.7888364121374,"(37.7888364121374, -122.40855952419)"
140558876,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,07/05/2014 12:00:00 AM +0000,NORTHERN,NONE,-122.434733246333,37.7849443170266,"(37.7849443170266, -122.434733246333)"
140688257,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,08/17/2014 12:00:00 AM +0000,NORTHERN,"ARREST, BOOKED",-122.416293820935,37.7774936777647,"(37.7774936777647, -122.416293820935)"
149011087,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,08/14/2014 12:00:00 AM +0000,TARAVAL,NONE,-122.474929060456,37.7325675084603,"(37.7325675084603, -122.474929060456)"
140717066,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,08/25/2014 12:00:00 AM +0000,CENTRAL,NONE,-122.405278939063,37.806521957185,"(37.806521957185, -122.405278939063)"
140554642,NON-CRIMINAL,FOUND PROPERTY,Friday,07/04/2014 12:00:00 AM +0000,INGLESIDE,NONE,-122.452301905725,37.7242916762262,"(37.7242916762262, -122.452301905725)"
140611167,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,07/22/2014 12:00:00 AM +0000,TARAVAL,NONE,-122.474427138005,37.72317325157,"(37.72317325157, -122.474427138005)"
140664702,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,08/08/2014 12:00:00 AM +0000,SOUTHERN,NONE,-122.411612378034,37.7737679567533,"(37.7737679567533, -122.411612378034)"
140707233,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Saturday,08/23/2014 12:00:00 AM +0000,MISSION,"ARREST, BOOKED",-122.420886575514,37.7480661948915,"(37.7480661948915, -122.420886575514)"
146145970,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,07/06/2014 12:00:00 AM +0000,SOUTHERN,NONE,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140660766,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,08/08/2014 12:00:00 AM +0000,MISSION,JUVENILE BOOKED,-122.41961565927,37.764028015224,"(37.764028015224, -122.41961565927)"
140656696,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,08/07/2014 12:00:00 AM +0000,SOUTHERN,NONE,-122.409247675547,37.7813987341188,"(37.7813987341188, -122.409247675547)"
146126566,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,07/01/2014 12:00:00 AM +0000,RICHMOND,NONE,-122.491318836241,37.7813890864731,"(37.7813890864731, -122.491318836241)"
140702540,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,08/21/2014 12:00:00 AM +0000,CENTRAL,"ARREST, CITED",-122.412143310586,37.8067579023403,"(37.8067579023403, -122.412143310586)"
140556529,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,07/05/2014 12:00:00 AM +0000,BAYVIEW,"ARREST, BOOKED",-122.389865610332,37.7371699446499,"(37.7371699446499, -122.389865610332)"
140636240,OTHER OFFENSES,PROBATION VIOLATION,Thursday,07/31/2014 12:00:00 AM +0000,PARK,"ARREST, BOOKED",-122.443311949602,37.7704697548836,"(37.7704697548836, -122.443311949602)"
140657412,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,08/07/2014 12:00:00 AM +0000,MISSION,"ARREST, CITED",-122.404365956101,37.7531213318797,"(37.7531213318797, -122.404365956101)"
140605364,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,07/21/2014 12:00:00 AM +0000,SOUTHERN,"ARREST, BOOKED",-122.411550531507,37.7812886524764,"(37.7812886524764, -122.411550531507)"
146145152,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,07/25/2014 12:00:00 AM +0000,TARAVAL,NONE,-122.460400186759,37.7248159001952,"(37.7248159001952, -122.460400186759)"
140684716,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,08/16/2014 12:00:00 AM +0000,BAYVIEW,NONE,-122.399428898585,37.7533174434773,"(37.7533174434773, -122.399428898585)"
140584649,NON-CRIMINAL,LOST PROPERTY,Friday,07/11/2014 12:00:00 AM +0000,CENTRAL,NONE,-122.397839364933,37.7945397322968,"(37.7945397322968, -122.397839364933)"
146131656,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,07/04/2014 12:00:00 AM +0000,SOUTHERN,NONE,-122.388485562387,37.7895727625927,"(37.7895727625927, -122.388485562387)"
140661275,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,08/08/2014 12:00:00 AM +0000,SOUTHERN,NONE,-122.408051765969,37.7839574642528,"(37.7839574642528, -122.408051765969)"
146146934,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,07/23/2014 12:00:00 AM +0000,TENDERLOIN,NONE,-122.413679376888,37.7809258337149,"(37.7809258337149, -122.413679376888)"
146152696,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,08/02/2014 12:00:00 AM +0000,RICHMOND,NONE,-122.485570193212,37.7726138402622,"(37.7726138402622, -122.485570193212)"
140592686,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,07/17/2014 12:00:00 AM +0000,SOUTHERN,PSYCHOPATHIC CASE,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140681988,FRAUD,FRAUDULENT CREDIT APPLICATION,Tuesday,08/12/2014 12:00:00 AM +0000,BAYVIEW,NONE,-122.386436088025,37.7487011186166,"(37.7487011186166, -122.386436088025)"
140662405,NON-CRIMINAL,LOST PROPERTY,Saturday,08/09/2014 12:00:00 AM +0000,SOUTHERN,COMPLAINANT REFUSES TO PROSECUTE,-122.408626028337,37.7808558853331,"(37.7808558853331, -122.408626028337)"
140672733,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,08/12/2014 12:00:00 AM +0000,MISSION,"ARREST, BOOKED",-122.41961565927,37.764028015224,"(37.764028015224, -122.41961565927)"
140705538,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,08/22/2014 12:00:00 AM +0000,TENDERLOIN,"ARREST, BOOKED",-122.417319974983,37.7852071544535,"(37.7852071544535, -122.417319974983)"
140655422,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,08/06/2014 12:00:00 AM +0000,TENDERLOIN,"ARREST, BOOKED",-122.407567826112,37.7865024401487,"(37.7865024401487, -122.407567826112)"
140604300,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,07/20/2014 12:00:00 AM +0000,INGLESIDE,NONE,-122.419405042834,37.7415695257477,"(37.7415695257477, -122.419405042834)"
140612115,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,07/21/2014 12:00:00 AM +0000,CENTRAL,NONE,-122.416250389082,37.7938848533003,"(37.7938848533003, -122.416250389082)"
